# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 11 09:22:38 2025
#
# User preference: *
#
# CONSTRAINT:  where (disposition like 'Candidate')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN k2_name:        K2 ID
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,k2_name,tic_id,gaia_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 211754962.01,EPIC 211754962,,TIC 284850530,Gaia DR2 655814297483693568,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,3.41052823,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3985.00,157.00,-157.00,0,0.67,0.02,-0.02,0,0.65,0.02,-0.02,0,,,,,,4.59,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h16m07.05s,124.0293742,+16d40m37.59s,16.6771082,185.7670000,1.0170000,-1.0170000,14.3920000,0.1140000,-0.1140000,11.0100000,0.0180000,-0.0180000,13.8828000,0.0002360,-0.0002360,2016-12-21,2016-10,2016-12-21
EPIC 211762841.01,EPIC 211762841,,TIC 21220097,Gaia DR2 658832250743369344,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,1.56493000,0.00009000,-0.00009000,0,,,,,2.220,0.380,-0.300,0,0.198,0.034,-0.027,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3938.00,157.00,-157.00,0,0.62,0.02,-0.02,0,0.61,0.02,-0.02,0,,,,,,4.63,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h35m42.33s,128.9263659,+16d47m21.32s,16.7892549,239.7290000,2.4950000,-2.4950000,15.2260000,0.1260000,-0.1260000,11.8300000,0.0180000,-0.0180000,14.7869000,0.0003860,-0.0003860,2017-12-14,2017-11,2017-12-14
EPIC 211762841.01,EPIC 211762841,,TIC 21220097,Gaia DR2 658832250743369344,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.56494000,0.00007400,-0.00006700,0,,,,,2.060,0.400,-0.620,0,0.184,0.040,-0.055,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.56,0.09,-0.07,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h35m42.33s,128.9263659,+16d47m21.32s,16.7892549,239.7290000,2.4950000,-2.4950000,15.2260000,0.1260000,-0.1260000,11.8300000,0.0180000,-0.0180000,14.7869000,0.0003860,-0.0003860,2019-09-05,2019-09,2019-09-05
EPIC 211765695.01,EPIC 211765695,,TIC 21337940,Gaia DR2 658400314471542784,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,7.55870000,0.00035400,-0.00069000,0,,,,,2.643,0.234,-0.204,0,0.236,0.021,-0.018,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K7,3974.00,138.00,-138.00,0,0.68,0.05,-0.05,0,0.64,0.29,-0.20,0,-0.221,0.235,-0.235,0,[Fe/H],4.58,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m39.14s,130.1630689,+16d49m45.08s,16.8291894,268.7760000,2.7075000,-2.7075000,15.7700000,0.2000000,-0.2000000,11.8870000,0.0210000,-0.0210000,14.7196000,0.0003340,-0.0003340,2021-11-19,2021-12,2021-11-19
EPIC 211765695.02,EPIC 211765695,,TIC 21337940,Gaia DR2 658400314471542784,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,25.43143000,0.00253500,-0.00266800,0,,,,,2.887,0.270,-0.255,0,0.258,0.024,-0.023,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K7,3974.00,138.00,-138.00,0,0.68,0.05,-0.05,0,0.64,0.29,-0.20,0,-0.221,0.235,-0.235,0,[Fe/H],4.58,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m39.14s,130.1630689,+16d49m45.08s,16.8291894,268.7760000,2.7075000,-2.7075000,15.7700000,0.2000000,-0.2000000,11.8870000,0.0210000,-0.0210000,14.7196000,0.0003340,-0.0003340,2021-11-19,2021-12,2021-11-19
EPIC 211770867.01,EPIC 211770867,,TIC 27549827,Gaia DR2 656575296969639680,1,CANDIDATE,Pope et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,27.69300000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6286.00,106.92,-136.96,0,1.71,0.11,-0.08,0,1.23,0.24,-0.13,0,,,,,,4.06,0.08,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h12m05.44s,123.0226578,+16d54m10.65s,16.9029575,609.9730000,19.5970000,-18.4340000,12.1740000,0.0920000,-0.0920000,10.8810000,0.0180000,-0.0180000,12.1434000,0.0001700,-0.0001700,2016-07-18,2016-10,2016-07-18
EPIC 211783206.01,EPIC 211783206,,TIC 21337864,Gaia DR2 658478104919190400,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.13142000,0.00098000,-0.00094000,0,,,,,9.600,7.900,-11.600,0,0.860,0.700,-1.030,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,3.40,2.80,-4.00,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m34.99s,130.1458104,+17d04m40.75s,17.0779872,,,,14.3590000,0.1260000,-0.1260000,11.9610000,0.0230000,-0.0230000,14.2095000,0.0008410,-0.0008410,2019-09-05,2019-09,2019-09-05
EPIC 211783206.01,EPIC 211783206,,TIC 21337864,Gaia DR2 658478104919190400,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,7.13400000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m34.99s,130.1458104,+17d04m40.75s,17.0779872,,,,14.3590000,0.1260000,-0.1260000,11.9610000,0.0230000,-0.0230000,14.2095000,0.0008410,-0.0008410,2016-07-18,2016-10,2016-07-18
EPIC 211784767.01,EPIC 211784767,,TIC 6953394,Gaia DR2 656085876855900032,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,3.57804902,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6024.00,117.65,-125.33,0,1.59,0.07,-0.08,0,1.12,0.18,-0.12,0,,,,,,4.08,0.09,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h24m03.32s,126.0138439,+17d05m56.20s,17.0989436,459.3550000,8.4500000,-8.1550000,11.9090000,0.0340000,-0.0340000,10.5600000,0.0190000,-0.0190000,11.8242000,0.0002830,-0.0002830,2016-12-21,2016-10,2016-12-21
EPIC 211788221.01,EPIC 211788221,,TIC 7059194,Gaia DR2 659033804968321664,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,12.89398000,0.00084000,-0.00083000,0,,,,,1.120,0.390,-0.730,0,0.100,0.035,-0.065,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.19,0.06,-0.12,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h27m53.80s,126.9741718,+17d08m51.33s,17.1475919,59.0889000,0.3508000,-0.3468000,16.9400000,0.2000000,-0.2000000,11.8650000,0.0210000,-0.0210000,15.6034000,0.0005080,-0.0005080,2019-09-05,2019-09,2019-09-05
EPIC 211791178.01,EPIC 211791178,K2-120 b,TIC 293497191,,0,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,2,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,9.56332821,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4432.16,61.93,-61.93,0,,,,,,,,,-0.303,0.059,-0.059,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h48m34.28s,132.1428530,+17d11m26.09s,17.1905813,,,,14.0920000,0.2860000,-0.2860000,11.3880000,0.0260000,-0.0260000,,,,2016-12-21,2016-10,2016-12-21
EPIC 211791178.01,EPIC 211791178,K2-120 b,TIC 293497191,,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,2,0,Transit,2016,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,9.56274200,0.00067500,-0.00067300,0,0.078000,0.003000,-0.003000,0,2.010,0.130,-0.120,0,0.179,0.012,-0.011,0,,,,,,,,,,0.140000,0.168421,-0.105016,0,35.10,5.90,-5.10,0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4349.90,101.62,-96.12,0,0.67,0.04,-0.03,0,0.69,0.07,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h48m34.28s,132.1428530,+17d11m26.09s,17.1905813,,,,14.0920000,0.2860000,-0.2860000,11.3880000,0.0260000,-0.0260000,,,,2017-10-03,2017-11,2017-10-05
EPIC 211791178.01,EPIC 211791178,K2-120 b,TIC 293497191,,0,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,2,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,9.56183000,0.00065000,-0.00064000,0,,,,,1.970,0.290,-0.530,0,0.176,0.026,-0.047,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.60,0.07,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h48m34.28s,132.1428530,+17d11m26.09s,17.1905813,,,,14.0920000,0.2860000,-0.2860000,11.3880000,0.0260000,-0.0260000,,,,2019-09-05,2019-09,2019-09-05
EPIC 211796070.01,EPIC 211796070,,TIC 20497205,Gaia DR2 658897706044705280,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,1.89016107,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4491.00,122.00,-122.00,0,0.75,,,0,0.70,,,0,,,,,,4.54,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h33m14.64s,128.3109799,+17d15m41.11s,17.2614182,269.3110000,2.1090000,-2.0770000,14.0790000,0.0920000,-0.0920000,11.4660000,0.0230000,-0.0230000,13.8783000,0.0002610,-0.0002610,2016-12-21,2016-10,2016-12-21
EPIC 211796070.01,EPIC 211796070,,TIC 20497205,Gaia DR2 658897706044705280,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.88993000,0.00014000,-0.00014000,0,,,,,1.290,0.170,-0.600,0,0.115,0.015,-0.050,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.64,0.04,-0.07,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h33m14.64s,128.3109799,+17d15m41.11s,17.2614182,269.3110000,2.1090000,-2.0770000,14.0790000,0.0920000,-0.0920000,11.4660000,0.0230000,-0.0230000,13.8783000,0.0002610,-0.0002610,2019-09-05,2019-09,2019-09-05
EPIC 211797637.01,EPIC 211797637,,TIC 333801563,Gaia DR2 658531465592884096,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.64070700,0.00009600,-0.00009600,0,,,,,2.090,0.950,-1.750,0,0.186,0.085,-0.156,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.57,0.04,-0.07,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h42m55.46s,130.7310769,+17d16m58.09s,17.2828025,221.1110000,1.6080000,-1.5850000,13.9740000,0.1140000,-0.1140000,11.2610000,0.0200000,-0.0200000,13.6878000,0.0001730,-0.0001730,2019-09-05,2019-09,2019-09-05
EPIC 211797637.01,EPIC 211797637,,TIC 333801563,Gaia DR2 658531465592884096,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,1.64117466,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4493.00,125.82,-126.64,0,0.66,0.06,-0.05,0,0.71,0.09,-0.08,0,,,,,,4.64,0.10,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h42m55.46s,130.7310769,+17d16m58.09s,17.2828025,221.1110000,1.6080000,-1.5850000,13.9740000,0.1140000,-0.1140000,11.2610000,0.0200000,-0.0200000,13.6878000,0.0001730,-0.0001730,2016-12-21,2016-10,2016-12-21
EPIC 211799258.01,EPIC 211799258,,TIC 20497187,Gaia DR2 659086512807199232,1,CANDIDATE,Petigura et al. 2018,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,19.53403000,0.00023800,-0.00023900,0,,,,,12.700,6.000,-5.100,0,1.130,0.540,-0.450,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,,0.45,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h32m59.03s,128.2459539,+17d18m23.25s,17.3064583,181.1890000,3.0820000,-2.9830000,17.2276000,0.0466000,-0.0466000,12.1850000,0.0250000,-0.0250000,15.9052000,0.0009830,-0.0009830,2017-12-14,2018-01,2017-12-14
